"EventID","State","YearStart","MonthStart","DayStart","YearEnd","MonthEnd","DayEnd","EventDuration","FloodEvent","FloodCause","FatalityFlag","FatalityAge","FatalityGender"
874466,"OHIO",202003,28,28,202003,28,28,1,0,"",NA,NA,NA
874467,"OHIO",202003,28,28,202003,28,28,1,0,"",NA,NA,NA
871084,"OHIO",202003,3,3,202003,3,3,1,1,"Heavy Rain",NA,NA,NA
883681,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
875114,"HAWAII",202003,20,20,202003,22,22,3,0,"",NA,NA,NA
875115,"HAWAII",202003,20,20,202003,22,22,3,0,"",NA,NA,NA
875119,"HAWAII",202003,24,24,202003,25,25,2,0,"",NA,NA,NA
875120,"HAWAII",202003,24,24,202003,28,28,5,0,"",NA,NA,NA
910087,"PENNSYLVANIA",202008,28,28,202008,28,28,1,0,"",NA,NA,NA
910128,"PENNSYLVANIA",202008,28,28,202008,28,28,1,0,"",NA,NA,NA
910171,"PENNSYLVANIA",202008,29,29,202008,29,29,1,0,"",NA,NA,NA
910172,"PENNSYLVANIA",202008,29,29,202008,29,29,1,0,"",NA,NA,NA
910173,"PENNSYLVANIA",202008,28,28,202008,28,28,1,0,"",NA,NA,NA
883021,"OHIO",202004,13,13,202004,14,14,2,1,"Heavy Rain",NA,NA,NA
898770,"TENNESSEE",202005,3,3,202005,3,3,1,0,"",NA,NA,NA
880037,"KENTUCKY",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
880042,"KENTUCKY",202004,9,9,202004,9,9,1,0,"",NA,NA,NA
886576,"PENNSYLVANIA",202004,7,7,202004,7,7,1,0,"",NA,NA,NA
881974,"KENTUCKY",202004,12,12,202004,13,13,2,0,"",NA,NA,NA
881973,"OHIO",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
906822,"IOWA",202007,11,11,202007,11,11,1,0,"",NA,NA,NA
883682,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
883683,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
883684,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
883686,"GEORGIA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
883721,"GEORGIA",202003,3,3,202003,3,3,1,0,"",NA,NA,NA
875890,"MISSOURI",202003,2,2,202003,2,2,1,0,"",NA,NA,NA
883685,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
875891,"MISSOURI",202003,2,2,202003,2,2,1,0,"",NA,NA,NA
875892,"MISSOURI",202003,2,2,202003,2,2,1,0,"",NA,NA,NA
914434,"TEXAS",202007,26,26,202007,26,26,1,0,"",NA,NA,NA
869559,"PUERTO RICO",202001,19,19,202001,19,19,1,0,"",NA,NA,NA
869560,"PUERTO RICO",202001,24,24,202001,24,24,1,1,"Heavy Rain",NA,NA,NA
954723,"PUERTO RICO",202009,16,16,202009,16,16,1,0,"",1,58,"M"
954725,"PUERTO RICO",202009,26,26,202009,26,26,1,0,"",1,NA,"F"
954726,"PUERTO RICO",202009,29,29,202009,29,29,1,0,"",1,20,"M"
954727,"PUERTO RICO",202009,29,29,202009,29,29,1,0,"",1,25,"M"
924154,"ATLANTIC SOUTH",202010,7,7,202010,7,7,1,0,"",NA,NA,NA
924156,"PUERTO RICO",202010,13,13,202010,13,13,1,1,"Heavy Rain",NA,NA,NA
924291,"PUERTO RICO",202010,13,13,202010,13,13,1,1,"Heavy Rain",NA,NA,NA
924296,"PUERTO RICO",202010,14,14,202010,14,14,1,1,"Heavy Rain",NA,NA,NA
924297,"PUERTO RICO",202010,16,16,202010,16,16,1,1,"Heavy Rain",NA,NA,NA
924299,"PUERTO RICO",202010,18,18,202010,18,18,1,1,"Heavy Rain",NA,NA,NA
924300,"PUERTO RICO",202010,18,18,202010,18,18,1,1,"Heavy Rain",NA,NA,NA
924301,"PUERTO RICO",202010,18,18,202010,18,18,1,1,"Heavy Rain",NA,NA,NA
869561,"PUERTO RICO",202001,24,24,202001,24,24,1,1,"Heavy Rain",NA,NA,NA
869562,"PUERTO RICO",202001,24,24,202001,24,24,1,1,"Heavy Rain",NA,NA,NA
877668,"PUERTO RICO",202003,9,9,202003,10,10,2,0,"",NA,NA,NA
877669,"PUERTO RICO",202003,10,10,202003,10,10,1,1,"Heavy Rain",NA,NA,NA
877671,"PUERTO RICO",202003,10,10,202003,11,11,2,1,"Heavy Rain",NA,NA,NA
877672,"PUERTO RICO",202003,10,10,202003,11,11,2,1,"Heavy Rain",NA,NA,NA
888976,"PUERTO RICO",202005,4,4,202005,4,4,1,1,"Heavy Rain",NA,NA,NA
888977,"PUERTO RICO",202005,26,26,202005,26,26,1,1,"Heavy Rain",NA,NA,NA
924302,"PUERTO RICO",202010,18,18,202010,18,18,1,1,"Heavy Rain",NA,NA,NA
924303,"PUERTO RICO",202010,21,21,202010,22,22,2,0,"",NA,NA,NA
954728,"PUERTO RICO",202010,1,1,202010,1,1,1,0,"",1,NA,"F"
929945,"VIRGIN ISLANDS",202011,10,10,202011,10,10,1,1,"Heavy Rain",NA,NA,NA
930379,"ATLANTIC SOUTH",202011,17,17,202011,17,17,1,0,"",NA,NA,NA
954730,"PUERTO RICO",202011,13,13,202011,13,13,1,0,"",1,29,"M"
878967,"GEORGIA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
879467,"GEORGIA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
879465,"ATLANTIC SOUTH",202004,30,30,202004,30,30,1,0,"",NA,NA,NA
878626,"FLORIDA",202004,20,20,202004,20,20,1,0,"",NA,NA,NA
991999,"ARIZONA",202007,5,5,202007,5,5,1,0,"",1,NA,""
991999,"ARIZONA",202007,5,5,202007,5,5,1,0,"",1,NA,""
991999,"ARIZONA",202007,5,5,202007,5,5,1,0,"",1,NA,""
992000,"ARIZONA",202007,6,6,202007,6,6,1,0,"",1,NA,""
992000,"ARIZONA",202007,6,6,202007,6,6,1,0,"",1,NA,""
992000,"ARIZONA",202007,6,6,202007,6,6,1,0,"",1,NA,""
992000,"ARIZONA",202007,6,6,202007,6,6,1,0,"",1,NA,""
992891,"CALIFORNIA",202007,30,30,202007,31,31,2,0,"",NA,NA,NA
991997,"ARIZONA",202007,3,3,202007,3,3,1,0,"",1,NA,""
991997,"ARIZONA",202007,3,3,202007,3,3,1,0,"",1,NA,""
991998,"ARIZONA",202007,4,4,202007,4,4,1,0,"",1,NA,""
889943,"FLORIDA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
892846,"ILLINOIS",202005,14,14,202005,14,14,1,0,"",NA,NA,NA
889945,"FLORIDA",202004,24,24,202004,24,24,1,0,"",NA,NA,NA
890639,"FLORIDA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
889944,"FLORIDA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
892848,"ILLINOIS",202005,14,14,202005,14,14,1,0,"",NA,NA,NA
887308,"GEORGIA",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
889448,"GEORGIA",202004,20,20,202004,20,20,1,0,"",NA,NA,NA
889449,"GEORGIA",202004,20,20,202004,20,20,1,0,"",NA,NA,NA
889450,"GEORGIA",202004,20,20,202004,20,20,1,0,"",NA,NA,NA
887300,"FLORIDA",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
887302,"FLORIDA",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
887303,"FLORIDA",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
878968,"GEORGIA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
898505,"MISSISSIPPI",202004,23,23,202004,23,23,1,1,"Heavy Rain",NA,NA,NA
896542,"MISSISSIPPI",202004,23,23,202004,23,23,1,1,"Heavy Rain",NA,NA,NA
898324,"MISSISSIPPI",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
896528,"MISSISSIPPI",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
911024,"COLORADO",202009,8,8,202009,9,9,2,0,"",NA,NA,NA
899811,"PENNSYLVANIA",202008,4,4,202008,4,4,1,1,"Heavy Rain",NA,NA,NA
878969,"GEORGIA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
884437,"SOUTH CAROLINA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
889339,"ALABAMA",202004,19,19,202004,19,19,1,0,"",NA,NA,NA
878971,"GEORGIA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
889342,"ALABAMA",202004,19,19,202004,19,19,1,0,"",NA,NA,NA
884433,"SOUTH CAROLINA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
884435,"SOUTH CAROLINA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
889340,"ALABAMA",202004,19,19,202004,19,19,1,0,"",NA,NA,NA
889338,"ALABAMA",202004,19,19,202004,19,19,1,0,"",NA,NA,NA
878970,"GEORGIA",202004,23,23,202004,23,23,1,0,"",NA,NA,NA
886987,"FLORIDA",202004,29,29,202004,29,29,1,0,"",NA,NA,NA
912629,"NEW HAMPSHIRE",202007,23,23,202007,23,23,1,0,"",NA,NA,NA
912631,"NEW HAMPSHIRE",202007,23,23,202007,23,23,1,0,"",NA,NA,NA
912632,"NEW HAMPSHIRE",202007,23,23,202007,23,23,1,0,"",NA,NA,NA
915402,"MASSACHUSETTS",202008,4,4,202008,4,4,1,0,"",NA,NA,NA
912628,"NEW HAMPSHIRE",202007,23,23,202007,23,23,1,0,"",NA,NA,NA
912630,"NEW HAMPSHIRE",202007,23,23,202007,23,23,1,0,"",NA,NA,NA
915995,"RHODE ISLAND",202008,4,4,202008,4,4,1,0,"",NA,NA,NA
915989,"RHODE ISLAND",202008,4,4,202008,4,4,1,0,"",NA,NA,NA
915994,"RHODE ISLAND",202008,4,4,202008,4,4,1,0,"",NA,NA,NA
875893,"MISSOURI",202003,2,2,202003,2,2,1,0,"",NA,NA,NA
875894,"ILLINOIS",202003,2,2,202003,2,2,1,0,"",NA,NA,NA
881635,"MISSOURI",202003,27,27,202003,27,27,1,0,"",NA,NA,NA
881636,"MISSOURI",202003,27,27,202003,27,27,1,0,"",NA,NA,NA
881747,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
881760,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
881763,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
881770,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
879772,"SOUTH DAKOTA",202004,12,12,202004,12,12,1,0,"",NA,NA,NA
879764,"SOUTH DAKOTA",202004,11,11,202004,12,12,2,0,"",NA,NA,NA
879776,"SOUTH DAKOTA",202004,12,12,202004,12,12,1,0,"",NA,NA,NA
881117,"TEXAS",202004,29,29,202004,29,29,1,0,"",NA,NA,NA
879771,"SOUTH DAKOTA",202004,12,12,202004,12,12,1,0,"",NA,NA,NA
875364,"NORTH CAROLINA",202002,20,20,202002,21,21,2,0,"",NA,NA,NA
875383,"NORTH CAROLINA",202002,20,20,202002,21,21,2,0,"",NA,NA,NA
882091,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
882092,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
882093,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
882094,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
881641,"MISSOURI",202003,27,27,202003,27,27,1,0,"",NA,NA,NA
874601,"SOUTH CAROLINA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
871942,"NORTH CAROLINA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
881767,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
881773,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
881778,"GEORGIA",202002,6,6,202002,6,6,1,1,"Heavy Rain",NA,NA,NA
915463,"MICHIGAN",202008,10,10,202008,10,10,1,0,"",NA,NA,NA
915468,"MICHIGAN",202008,11,11,202008,11,11,1,0,"",1,12,"M"
915469,"MICHIGAN",202008,21,21,202008,21,21,1,0,"",NA,NA,NA
915470,"MICHIGAN",202008,21,21,202008,21,21,1,0,"",NA,NA,NA
915471,"MICHIGAN",202008,21,21,202008,21,21,1,0,"",NA,NA,NA
915472,"MICHIGAN",202008,21,21,202008,21,21,1,0,"",NA,NA,NA
915473,"MICHIGAN",202008,26,26,202008,26,26,1,0,"",NA,NA,NA
915474,"MICHIGAN",202008,26,26,202008,26,26,1,0,"",NA,NA,NA
915479,"MICHIGAN",202008,31,31,202008,31,31,1,0,"",NA,NA,NA
915482,"LAKE SUPERIOR",202008,9,9,202008,9,9,1,0,"",NA,NA,NA
915484,"LAKE SUPERIOR",202008,9,9,202008,9,9,1,0,"",NA,NA,NA
915485,"LAKE MICHIGAN",202008,16,16,202008,16,16,1,0,"",NA,NA,NA
915487,"LAKE MICHIGAN",202008,26,26,202008,26,26,1,0,"",NA,NA,NA
873224,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873201,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873225,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873244,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873245,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873659,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873247,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873249,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873252,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873654,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873655,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873658,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873660,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873661,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873663,"NORTH CAROLINA",202001,12,12,202001,12,12,1,0,"",NA,NA,NA
873202,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873210,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873222,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
873223,"NORTH CAROLINA",202001,11,11,202001,11,11,1,0,"",NA,NA,NA
870375,"NEW YORK",202002,27,27,202002,27,27,1,0,"",NA,NA,NA
870376,"NEW JERSEY",202002,27,27,202002,27,27,1,0,"",NA,NA,NA
873317,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873326,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873327,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873330,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873331,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873332,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873333,"CONNECTICUT",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873337,"NEW JERSEY",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873338,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873339,"NEW YORK",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873334,"CONNECTICUT",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873335,"CONNECTICUT",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
873336,"NEW JERSEY",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
923453,"COLORADO",202011,1,1,202011,30,30,30,0,"",NA,NA,NA
922673,"COLORADO",202011,23,23,202011,24,24,2,0,"",NA,NA,NA
922674,"COLORADO",202011,23,23,202011,24,24,2,0,"",NA,NA,NA
922678,"COLORADO",202011,1,1,202011,17,17,17,0,"",NA,NA,NA
923308,"COLORADO",202011,1,1,202011,30,30,30,0,"",NA,NA,NA
923449,"COLORADO",202011,1,1,202011,30,30,30,0,"",NA,NA,NA
923450,"COLORADO",202011,1,1,202011,30,30,30,0,"",NA,NA,NA
881659,"MISSOURI",202003,28,28,202003,28,28,1,0,"",NA,NA,NA
876487,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876488,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876489,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876491,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876492,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876493,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876494,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876495,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876496,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876497,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
874564,"OHIO",202003,28,28,202003,28,28,1,1,"Heavy Rain",NA,NA,NA
874571,"OHIO",202003,28,28,202003,28,28,1,1,"Heavy Rain",NA,NA,NA
874584,"OHIO",202003,28,28,202003,28,28,1,1,"Heavy Rain",NA,NA,NA
874586,"OHIO",202003,28,28,202003,28,28,1,1,"Heavy Rain",NA,NA,NA
875053,"HAWAII",202003,16,16,202003,17,17,2,1,"Heavy Rain",NA,NA,NA
876515,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876519,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876520,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876563,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876575,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
879805,"IOWA",202004,12,12,202004,12,12,1,0,"",NA,NA,NA
876456,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876408,"OHIO",202004,8,8,202004,8,8,1,1,"Heavy Rain",NA,NA,NA
876466,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
874558,"OHIO",202003,28,28,202003,28,28,1,1,"Heavy Rain",NA,NA,NA
874560,"OHIO",202003,28,28,202003,28,28,1,1,"Heavy Rain",NA,NA,NA
876467,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876468,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876470,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876471,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876481,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876482,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
935894,"OREGON",202012,1,1,202012,3,3,3,0,"",NA,NA,NA
935895,"OREGON",202012,1,1,202012,31,31,31,0,"",NA,NA,NA
935896,"OREGON",202012,1,1,202012,31,31,31,0,"",NA,NA,NA
935897,"OREGON",202012,1,1,202012,31,31,31,0,"",NA,NA,NA
935898,"OREGON",202012,1,1,202012,31,31,31,0,"",NA,NA,NA
935804,"WASHINGTON",202011,1,1,202011,13,13,13,0,"",NA,NA,NA
935805,"WASHINGTON",202011,1,1,202011,13,13,13,0,"",NA,NA,NA
934431,"WASHINGTON",202012,21,21,202012,21,21,1,0,"",NA,NA,NA
935891,"OREGON",202012,1,1,202012,2,2,2,0,"",NA,NA,NA
935892,"OREGON",202012,1,1,202012,2,2,2,0,"",NA,NA,NA
935893,"OREGON",202012,1,1,202012,3,3,3,0,"",NA,NA,NA
876483,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876484,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876485,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876486,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876521,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876522,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876523,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876524,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876551,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
876562,"OHIO",202004,8,8,202004,8,8,1,0,"",NA,NA,NA
872053,"ARIZONA",202003,12,12,202003,12,12,1,1,"Heavy Rain",NA,NA,NA
872403,"ARIZONA",202003,18,18,202003,18,18,1,0,"",NA,NA,NA
870554,"GULF OF MEXICO",202002,26,26,202002,26,26,1,0,"",NA,NA,NA
870555,"GULF OF MEXICO",202002,26,26,202002,26,26,1,0,"",NA,NA,NA
870556,"GULF OF MEXICO",202002,26,26,202002,26,26,1,0,"",NA,NA,NA
872398,"ARIZONA",202003,13,13,202003,13,13,1,0,"",NA,NA,NA
871961,"CALIFORNIA",202003,12,12,202003,12,12,1,1,"Heavy Rain",NA,NA,NA
872057,"ARIZONA",202003,12,12,202003,13,13,2,1,"Heavy Rain",NA,NA,NA
870559,"GULF OF MEXICO",202002,26,26,202002,26,26,1,0,"",NA,NA,NA
870560,"GULF OF MEXICO",202002,26,26,202002,26,26,1,0,"",NA,NA,NA
872399,"ARIZONA",202003,13,13,202003,13,13,1,0,"",NA,NA,NA
872400,"ARIZONA",202003,18,18,202003,18,18,1,0,"",NA,NA,NA
871958,"CALIFORNIA",202003,12,12,202003,12,12,1,1,"Heavy Rain",NA,NA,NA
872402,"ARIZONA",202003,18,18,202003,18,18,1,0,"",NA,NA,NA
883680,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
867978,"GULF OF MEXICO",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
867981,"GULF OF MEXICO",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
872067,"ARIZONA",202003,12,12,202003,13,13,2,1,"Heavy Rain",NA,NA,NA
867991,"GULF OF MEXICO",202002,7,7,202002,7,7,1,0,"",NA,NA,NA
874591,"OHIO",202003,29,29,202003,29,29,1,1,"Heavy Rain",NA,NA,NA
874594,"OHIO",202003,29,29,202003,29,29,1,1,"Heavy Rain",NA,NA,NA
867982,"GULF OF MEXICO",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
867986,"GULF OF MEXICO",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
867987,"GULF OF MEXICO",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
867988,"GULF OF MEXICO",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
883678,"SOUTH CAROLINA",202003,6,6,202003,6,6,1,0,"",NA,NA,NA
883679,"SOUTH CAROLINA",202003,31,31,202003,31,31,1,0,"",NA,NA,NA
870686,"FLORIDA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
887356,"ATLANTIC SOUTH",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
887357,"ATLANTIC SOUTH",202004,13,13,202004,13,13,1,0,"",NA,NA,NA
870720,"FLORIDA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870723,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870724,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870725,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870719,"FLORIDA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870717,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870718,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
928690,"TEXAS",202011,1,1,202011,30,30,30,0,"",NA,NA,NA
870688,"FLORIDA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870690,"FLORIDA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870691,"FLORIDA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870728,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
870721,"GEORGIA",202002,6,6,202002,6,6,1,0,"",NA,NA,NA
